diakid	datum	ertek	tipus	targyid
161	2010.11.29	4	témazáró dolgozat	4
197	2010.11.29	5	témazáró dolgozat	4
103	2010.11.29	4	témazáró dolgozat	4
112	2010.11.29	5	témazáró dolgozat	4
170	2010.11.29	4	témazáró dolgozat	4
150	2010.11.29	5	témazáró dolgozat	4
125	2010.11.29	4	témazáró dolgozat	4
193	2010.11.29	5	témazáró dolgozat	4
110	2010.11.29	4	témazáró dolgozat	4
109	2010.11.29	4	témazáró dolgozat	4
41	2010.11.29	3	témazáró dolgozat	14
53	2010.11.29	3	témazáró dolgozat	14
67	2010.11.29	3	témazáró dolgozat	14
68	2010.11.29	3	témazáró dolgozat	14
407	2010.11.29	5	szóbeli felelet	17
176	2010.11.29	5	órai munka	11
100	2010.11.29	4	témazáró dolgozat	19
7	2010.11.29	4	témazáró dolgozat	19
39	2010.11.29	4	témazáró dolgozat	19
44	2010.11.29	4	témazáró dolgozat	19
11	2010.11.29	4	témazáró dolgozat	19
70	2010.11.29	5	témazáró dolgozat	19
42	2010.11.29	4	témazáró dolgozat	19
90	2010.11.29	5	témazáró dolgozat	19
32	2010.11.29	4	témazáró dolgozat	19
74	2010.11.29	4	témazáró dolgozat	19
13	2010.11.29	4	témazáró dolgozat	19
48	2010.11.29	4	témazáró dolgozat	19
97	2010.11.29	4	témazáró dolgozat	19
5	2010.11.29	5	témazáró dolgozat	19
71	2010.11.29	3	témazáró dolgozat	19
86	2010.11.29	2	témazáró dolgozat	19
72	2010.11.29	3	témazáró dolgozat	19
1	2010.11.29	3	témazáró dolgozat	19
78	2010.11.29	3	témazáró dolgozat	19
34	2010.11.29	5	témazáró dolgozat	19
29	2010.11.29	4	témazáró dolgozat	19
20	2010.11.29	5	témazáró dolgozat	19
22	2010.11.29	4	témazáró dolgozat	19
57	2010.11.29	5	témazáró dolgozat	19
3	2010.11.29	3	témazáró dolgozat	19
58	2010.11.29	5	témazáró dolgozat	19
30	2010.11.29	5	témazáró dolgozat	19
27	2010.11.29	5	témazáró dolgozat	19
55	2010.11.29	5	témazáró dolgozat	19
99	2010.11.29	3	témazáró dolgozat	19
75	2010.11.29	5	témazáró dolgozat	19
45	2010.11.29	4	témazáró dolgozat	19
91	2010.11.29	5	témazáró dolgozat	19
36	2010.11.29	5	témazáró dolgozat	19
158	2010.11.29	4	szóbeli felelet	19
116	2010.11.29	5	szóbeli felelet	19
176	2010.11.29	5	szóbeli felelet	19
180	2010.11.29	3	szóbeli felelet	19
164	2010.11.29	5	szóbeli felelet	19
159	2010.11.29	3	szóbeli felelet	19
210	2010.11.29	5	szóbeli felelet	19
185	2010.11.29	3	szóbeli felelet	19
128	2010.11.29	5	szóbeli felelet	19
107	2010.11.29	5	szóbeli felelet	19
134	2010.11.29	3	szóbeli felelet	19
155	2010.11.29	5	szóbeli felelet	19
121	2010.11.29	5	szóbeli felelet	19
113	2010.11.29	4	szóbeli felelet	19
208	2010.11.29	3	szóbeli felelet	19
190	2010.11.29	5	szóbeli felelet	19
184	2010.11.29	5	szóbeli felelet	19
209	2010.11.29	5	szóbeli felelet	19
196	2010.11.29	4	szóbeli felelet	19
199	2010.11.29	5	szóbeli felelet	19
162	2010.11.29	5	szóbeli felelet	19
166	2010.11.29	5	szóbeli felelet	19
149	2010.11.29	4	szóbeli felelet	19
173	2010.11.29	5	szóbeli felelet	19
195	2010.11.29	4	szóbeli felelet	19
160	2010.11.29	3	szóbeli felelet	19
163	2010.11.29	4	szóbeli felelet	19
111	2010.11.29	3	szóbeli felelet	19
174	2010.11.29	5	szóbeli felelet	19
131	2010.11.29	5	szóbeli felelet	19
132	2010.11.29	5	szóbeli felelet	19
106	2010.11.29	3	szóbeli felelet	19
172	2010.11.29	5	szóbeli felelet	19
69	2010.11.29	4	röpdolgozat	5
8	2010.11.29	4	röpdolgozat	5
9	2010.11.29	5	röpdolgozat	5
93	2010.11.29	2	röpdolgozat	5
43	2010.11.29	4	röpdolgozat	5
10	2010.11.29	2	röpdolgozat	5
52	2010.11.29	5	röpdolgozat	5
51	2010.11.29	5	röpdolgozat	5
59	2010.11.29	4	röpdolgozat	5
12	2010.11.29	3	röpdolgozat	5
2	2010.11.29	4	röpdolgozat	5
14	2010.11.29	4	röpdolgozat	5
49	2010.11.29	4	röpdolgozat	5
28	2010.11.29	4	röpdolgozat	5
17	2010.11.29	2	röpdolgozat	5
37	2010.11.29	3	röpdolgozat	5
88	2010.11.29	4	röpdolgozat	5
21	2010.11.29	2	röpdolgozat	5
66	2010.11.29	3	röpdolgozat	5
50	2010.11.29	4	röpdolgozat	5
23	2010.11.29	3	röpdolgozat	5
40	2010.11.29	2	röpdolgozat	5
60	2010.11.29	1	röpdolgozat	5
64	2010.11.29	3	röpdolgozat	5
24	2010.11.30	5	órai munka	3
278	2010.11.30	5	témazáró dolgozat	3
289	2010.11.30	5	órai munka	3
267	2010.11.30	5	órai munka	3
289	2010.11.30	1	témazáró dolgozat	3
307	2010.11.30	3	témazáró dolgozat	3
277	2010.11.30	5	témazáró dolgozat	3
290	2010.11.30	4	témazáró dolgozat	3
281	2010.11.30	5	témazáró dolgozat	3
222	2010.11.30	5	témazáró dolgozat	3
280	2010.11.30	5	témazáró dolgozat	3
308	2010.11.30	3	témazáró dolgozat	3
270	2010.11.30	4	témazáró dolgozat	3
264	2010.11.30	5	témazáró dolgozat	3
219	2010.11.30	2	témazáró dolgozat	3
313	2010.11.30	5	témazáró dolgozat	3
309	2010.11.30	4	témazáró dolgozat	3
292	2010.11.30	4	témazáró dolgozat	3
229	2010.11.30	3	témazáró dolgozat	3
226	2010.11.30	3	témazáró dolgozat	3
227	2010.11.30	3	témazáró dolgozat	3
217	2010.11.30	5	témazáró dolgozat	3
312	2010.11.30	1	témazáró dolgozat	3
285	2010.11.30	5	témazáró dolgozat	3
275	2010.11.30	5	témazáró dolgozat	3
318	2010.11.30	5	témazáró dolgozat	3
256	2010.11.30	5	témazáró dolgozat	3
271	2010.11.30	4	témazáró dolgozat	3
299	2010.11.30	2	témazáró dolgozat	3
268	2010.11.30	3	témazáró dolgozat	3
282	2010.11.30	5	témazáró dolgozat	3
240	2010.11.30	2	témazáró dolgozat	3
219	2010.11.30	2	szóbeli felelet	3
330	2010.11.30	4	szóbeli felelet	3
227	2010.11.30	5	szóbeli felelet	3
224	2010.11.30	5	szóbeli felelet	3
131	2010.11.30	5	órai munka	11
164	2010.11.30	5	órai munka	11
333	2010.11.30	3	röpdolgozat	6
396	2010.11.30	4	röpdolgozat	6
422	2010.11.30	3	röpdolgozat	6
352	2010.11.30	4	röpdolgozat	6
384	2010.11.30	3	röpdolgozat	6
415	2010.11.30	3	röpdolgozat	6
357	2010.11.30	4	röpdolgozat	6
370	2010.11.30	4	röpdolgozat	6
345	2010.11.30	5	röpdolgozat	6
423	2010.11.30	3	röpdolgozat	6
329	2010.11.30	5	röpdolgozat	6
388	2010.11.30	2	röpdolgozat	6
354	2010.11.30	4	röpdolgozat	6
353	2010.11.30	4	röpdolgozat	6
409	2010.11.30	4	röpdolgozat	6
347	2010.11.30	5	röpdolgozat	6
424	2010.11.30	5	röpdolgozat	6
360	2010.11.30	5	röpdolgozat	6
365	2010.11.30	4	röpdolgozat	6
334	2010.11.30	4	röpdolgozat	6
398	2010.11.30	3	röpdolgozat	6
366	2010.11.30	4	röpdolgozat	6
363	2010.11.30	4	röpdolgozat	6
344	2010.11.30	4	röpdolgozat	6
397	2010.11.30	3	röpdolgozat	6
324	2010.11.30	4	röpdolgozat	6
390	2010.11.30	4	röpdolgozat	6
364	2010.11.30	4	röpdolgozat	6
362	2010.11.30	5	röpdolgozat	6
400	2010.11.30	3	röpdolgozat	6
333	2010.11.30	5	röpdolgozat	12
422	2010.11.30	4	röpdolgozat	12
391	2010.11.30	3	röpdolgozat	12
390	2010.11.30	3	röpdolgozat	12
292	2010.11.30	2	röpdolgozat	5
226	2010.11.30	1	röpdolgozat	5
423	2010.11.30	5	szóbeli felelet	12
227	2010.11.30	4	röpdolgozat	5
275	2010.11.30	4	röpdolgozat	5
423	2010.11.30	2	szóbeli felelet	12
256	2010.11.30	4	röpdolgozat	5
299	2010.11.30	2	röpdolgozat	5
390	2010.11.30	5	szóbeli felelet	12
240	2010.11.30	2	röpdolgozat	5
299	2010.11.30	4	szóbeli felelet	7
227	2010.11.30	1	szóbeli felelet	7
285	2010.11.30	5	szóbeli felelet	7
303	2010.11.30	5	szóbeli felelet	7
393	2010.11.30	2	szóbeli felelet	13
416	2010.11.30	2	szóbeli felelet	13
375	2010.11.30	5	szóbeli felelet	13
363	2010.11.30	5	szóbeli felelet	13
344	2010.11.30	5	szóbeli felelet	13
367	2010.11.30	4	szóbeli felelet	13
324	2010.11.30	5	szóbeli felelet	13
392	2010.11.30	4	szóbeli felelet	13
270	2010.11.30	5	szóbeli felelet	13
293	2010.11.30	5	szóbeli felelet	13
318	2010.11.30	4	szóbeli felelet	13
256	2010.11.30	4	szóbeli felelet	13
314	2010.11.30	5	szóbeli felelet	13
258	2010.11.30	5	szóbeli felelet	13
311	2010.11.30	4	szóbeli felelet	13
260	2010.11.30	5	szóbeli felelet	13
261	2010.11.30	5	szóbeli felelet	13
142	2010.11.30	5	szóbeli felelet	3
268	2010.11.30	5	szóbeli felelet	3
268	2010.11.30	5	szóbeli felelet	19
417	2010.11.30	3	témazáró dolgozat	6
327	2010.11.30	2	témazáró dolgozat	6
358	2010.11.30	2	témazáró dolgozat	6
349	2010.11.30	4	témazáró dolgozat	6
393	2010.11.30	5	témazáró dolgozat	6
379	2010.11.30	2	témazáró dolgozat	6
336	2010.11.30	5	témazáró dolgozat	6
341	2010.11.30	5	témazáró dolgozat	6
404	2010.11.30	4	témazáró dolgozat	6
408	2010.11.30	4	témazáró dolgozat	6
373	2010.11.30	3	témazáró dolgozat	6
387	2010.11.30	4	témazáró dolgozat	6
411	2010.11.30	2	témazáró dolgozat	6
416	2010.11.30	5	témazáró dolgozat	6
342	2010.11.30	3	témazáró dolgozat	6
359	2010.11.30	4	témazáró dolgozat	6
346	2010.11.30	3	témazáró dolgozat	6
331	2010.11.30	3	témazáró dolgozat	6
419	2010.11.30	4	témazáró dolgozat	6
382	2010.11.30	2	témazáró dolgozat	6
375	2010.11.30	5	témazáró dolgozat	6
399	2010.11.30	4	témazáró dolgozat	6
332	2010.11.30	2	témazáró dolgozat	6
425	2010.11.30	3	témazáró dolgozat	6
403	2010.11.30	2	témazáró dolgozat	6
421	2010.11.30	2	témazáró dolgozat	6
405	2010.11.30	3	témazáró dolgozat	6
343	2010.11.30	5	témazáró dolgozat	6
326	2010.11.30	5	témazáró dolgozat	6
369	2010.11.30	3	témazáró dolgozat	6
355	2010.11.30	1	témazáró dolgozat	6
377	2010.11.30	5	témazáró dolgozat	6
407	2010.11.30	3	témazáró dolgozat	6
330	2010.11.30	4	témazáró dolgozat	6
348	2010.11.30	4	témazáró dolgozat	6
321	2010.11.30	4	témazáró dolgozat	6
392	2010.11.30	3	témazáró dolgozat	6
115	2010.11.30	1	témazáró dolgozat	6
198	2010.11.30	3	témazáró dolgozat	6
141	2010.11.30	2	témazáró dolgozat	6
187	2010.11.30	5	témazáró dolgozat	6
177	2010.11.30	1	témazáró dolgozat	6
118	2010.11.30	5	témazáró dolgozat	6
127	2010.11.30	4	témazáró dolgozat	6
204	2010.11.30	1	témazáró dolgozat	6
203	2010.11.30	4	témazáró dolgozat	6
194	2010.11.30	2	témazáró dolgozat	6
145	2010.11.30	5	témazáró dolgozat	6
186	2010.11.30	3	témazáró dolgozat	6
130	2010.11.30	2	témazáró dolgozat	6
183	2010.11.30	5	témazáró dolgozat	6
207	2010.11.30	3	témazáró dolgozat	6
98	2010.11.30	2	témazáró dolgozat	6
211	2010.11.30	5	témazáró dolgozat	6
133	2010.11.30	3	témazáró dolgozat	6
122	2010.11.30	5	témazáró dolgozat	6
171	2010.11.30	3	témazáró dolgozat	6
18	2010.11.30	5	témazáró dolgozat	6
188	2010.11.30	4	témazáró dolgozat	6
129	2010.11.30	3	témazáró dolgozat	6
161	2010.11.30	4	témazáró dolgozat	6
197	2010.11.30	3	témazáró dolgozat	6
169	2010.11.30	3	témazáró dolgozat	6
182	2010.11.30	3	témazáró dolgozat	6
165	2010.11.30	5	témazáró dolgozat	6
103	2010.11.30	3	témazáró dolgozat	6
112	2010.11.30	2	témazáró dolgozat	6
170	2010.11.30	4	témazáró dolgozat	6
150	2010.11.30	5	témazáró dolgozat	6
125	2010.11.30	3	témazáró dolgozat	6
193	2010.11.30	5	témazáró dolgozat	6
110	2010.11.30	2	témazáró dolgozat	6
189	2010.11.30	3	témazáró dolgozat	6
191	2010.11.30	1	témazáró dolgozat	6
109	2010.11.30	1	témazáró dolgozat	6
191	2010.11.30	2	témazáró dolgozat	6
319	2010.11.30	5	röpdolgozat	6
262	2010.11.30	4	röpdolgozat	6
233	2010.11.30	5	röpdolgozat	6
234	2010.11.30	4	röpdolgozat	6
250	2010.11.30	4	röpdolgozat	6
235	2010.11.30	4	röpdolgozat	6
216	2010.11.30	3	röpdolgozat	6
263	2010.11.30	1	röpdolgozat	6
295	2010.11.30	3	röpdolgozat	6
283	2010.11.30	4	röpdolgozat	6
252	2010.11.30	2	röpdolgozat	6
253	2010.11.30	4	röpdolgozat	6
288	2010.11.30	5	röpdolgozat	6
304	2010.11.30	1	röpdolgozat	6
231	2010.11.30	5	röpdolgozat	6
265	2010.11.30	2	röpdolgozat	6
286	2010.11.30	3	röpdolgozat	6
273	2010.11.30	4	röpdolgozat	6
230	2010.11.30	2	röpdolgozat	6
276	2010.11.30	5	röpdolgozat	6
247	2010.11.30	4	röpdolgozat	6
238	2010.11.30	3	röpdolgozat	6
239	2010.11.30	4	röpdolgozat	6
296	2010.11.30	4	röpdolgozat	6
284	2010.11.30	3	röpdolgozat	6
232	2010.11.30	3	röpdolgozat	6
266	2010.11.30	3	röpdolgozat	6
246	2010.11.30	3	röpdolgozat	6
317	2010.11.30	4	röpdolgozat	6
300	2010.11.30	3	röpdolgozat	6
287	2010.11.30	4	röpdolgozat	6
244	2010.11.30	3	röpdolgozat	6
181	2010.11.30	4	röpdolgozat	6
302	2010.11.30	5	röpdolgozat	6
243	2010.11.30	4	röpdolgozat	6
269	2010.11.30	3	röpdolgozat	6
294	2010.11.30	2	röpdolgozat	6
298	2010.11.30	5	szóbeli felelet	3
298	2010.11.30	5	szóbeli felelet	3
298	2010.11.30	5	szóbeli felelet	3
298	2010.11.30	5	szóbeli felelet	19
298	2010.11.30	5	szóbeli felelet	19
249	2010.11.30	3	szóbeli felelet	19
218	2010.11.30	2	szóbeli felelet	19
297	2010.11.30	4	szóbeli felelet	19
297	2010.11.30	5	szóbeli felelet	19
251	2010.11.30	4	szóbeli felelet	19
291	2010.11.30	3	szóbeli felelet	19
223	2010.11.30	2	szóbeli felelet	19
254	2010.11.30	3	szóbeli felelet	19
228	2010.11.30	5	szóbeli felelet	19
293	2010.11.30	4	szóbeli felelet	19
305	2010.11.30	3	szóbeli felelet	19
248	2010.11.30	4	szóbeli felelet	19
274	2010.11.30	5	szóbeli felelet	19
236	2010.11.30	1	szóbeli felelet	19
237	2010.11.30	4	szóbeli felelet	19
257	2010.11.30	5	szóbeli felelet	19
258	2010.11.30	4	szóbeli felelet	19
315	2010.11.30	1	szóbeli felelet	19
311	2010.11.30	4	szóbeli felelet	19
213	2010.11.30	5	szóbeli felelet	19
260	2010.11.30	4	szóbeli felelet	19
301	2010.11.30	4	szóbeli felelet	19
306	2010.11.30	2	szóbeli felelet	19
241	2010.11.30	5	szóbeli felelet	19
220	2010.11.30	5	szóbeli felelet	19
214	2010.11.30	4	szóbeli felelet	19
249	2010.11.30	2	szóbeli felelet	3
249	2010.11.30	3	szóbeli felelet	3
218	2010.11.30	1	szóbeli felelet	3
218	2010.11.30	2	szóbeli felelet	3
297	2010.11.30	4	szóbeli felelet	3
297	2010.11.30	3	szóbeli felelet	3
297	2010.11.30	4	szóbeli felelet	3
297	2010.11.30	5	szóbeli felelet	3
251	2010.11.30	4	szóbeli felelet	3
251	2010.11.30	4	szóbeli felelet	3
291	2010.11.30	5	szóbeli felelet	3
291	2010.11.30	4	szóbeli felelet	3
291	2010.11.30	5	szóbeli felelet	3
223	2010.11.30	4	szóbeli felelet	3
223	2010.11.30	4	szóbeli felelet	3
254	2010.11.30	3	szóbeli felelet	3
254	2010.11.30	4	szóbeli felelet	3
228	2010.11.30	4	szóbeli felelet	3
228	2010.11.30	5	szóbeli felelet	3
293	2010.11.30	5	szóbeli felelet	3
293	2010.11.30	4	szóbeli felelet	3
293	2010.11.30	4	szóbeli felelet	3
305	2010.11.30	4	szóbeli felelet	3
305	2010.11.30	4	szóbeli felelet	3
248	2010.11.30	3	szóbeli felelet	3
248	2010.11.30	4	szóbeli felelet	3
274	2010.11.30	4	szóbeli felelet	3
274	2010.11.30	5	szóbeli felelet	3
236	2010.11.30	2	szóbeli felelet	3
236	2010.11.30	2	szóbeli felelet	3
237	2010.11.30	3	szóbeli felelet	3
237	2010.11.30	4	szóbeli felelet	3
257	2010.11.30	4	szóbeli felelet	3
257	2010.11.30	4	szóbeli felelet	3
258	2010.11.30	4	szóbeli felelet	3
258	2010.11.30	5	szóbeli felelet	3
315	2010.11.30	1	szóbeli felelet	3
315	2010.11.30	2	szóbeli felelet	3
311	2010.11.30	5	szóbeli felelet	3
311	2010.11.30	2	szóbeli felelet	3
311	2010.11.30	3	szóbeli felelet	3
213	2010.11.30	3	szóbeli felelet	3
213	2010.11.30	4	szóbeli felelet	3
260	2010.11.30	5	szóbeli felelet	3
260	2010.11.30	5	szóbeli felelet	3
301	2010.11.30	5	szóbeli felelet	3
301	2010.11.30	4	szóbeli felelet	3
301	2010.11.30	4	szóbeli felelet	3
306	2010.11.30	1	szóbeli felelet	3
306	2010.11.30	2	szóbeli felelet	3
306	2010.11.30	3	szóbeli felelet	3
261	2010.11.30	5	szóbeli felelet	3
241	2010.11.30	4	szóbeli felelet	3
241	2010.11.30	5	szóbeli felelet	3
220	2010.11.30	4	szóbeli felelet	3
220	2010.11.30	5	szóbeli felelet	3
214	2010.11.30	2	szóbeli felelet	3
214	2010.11.30	3	szóbeli felelet	3
157	2010.11.30	1	röpdolgozat	3
167	2010.11.30	1	röpdolgozat	3
69	2010.11.30	1	szóbeli felelet	14
102	2010.11.30	2	szóbeli felelet	14
84	2010.11.30	4	szóbeli felelet	14
46	2010.11.30	3	szóbeli felelet	14
76	2010.11.30	5	szóbeli felelet	14
37	2010.11.30	2	szóbeli felelet	14
23	2010.11.30	1	szóbeli felelet	14
101	2010.11.30	2	szóbeli felelet	14
50	2010.11.30	2	szóbeli felelet	14
60	2010.11.30	2	szóbeli felelet	14
173	2010.11.30	3	szóbeli felelet	3
249	2010.12.01	4	röpdolgozat	11
218	2010.12.01	5	röpdolgozat	11
297	2010.12.01	5	röpdolgozat	11
221	2010.12.01	4	röpdolgozat	11
251	2010.12.01	1	röpdolgozat	11
291	2010.12.01	4	röpdolgozat	11
223	2010.12.01	4	röpdolgozat	11
225	2010.12.01	5	röpdolgozat	11
254	2010.12.01	4	röpdolgozat	11
228	2010.12.01	5	röpdolgozat	11
293	2010.12.01	4	röpdolgozat	11
305	2010.12.01	1	röpdolgozat	11
248	2010.12.01	3	röpdolgozat	11
279	2010.12.01	5	röpdolgozat	11
274	2010.12.01	4	röpdolgozat	11
236	2010.12.01	3	röpdolgozat	11
237	2010.12.01	4	röpdolgozat	11
257	2010.12.01	4	röpdolgozat	11
314	2010.12.01	5	röpdolgozat	11
258	2010.12.01	4	röpdolgozat	11
315	2010.12.01	2	röpdolgozat	11
215	2010.12.01	4	röpdolgozat	11
259	2010.12.01	1	röpdolgozat	11
213	2010.12.01	5	röpdolgozat	11
260	2010.12.01	5	röpdolgozat	11
301	2010.12.01	3	röpdolgozat	11
306	2010.12.01	2	röpdolgozat	11
261	2010.12.01	5	röpdolgozat	11
241	2010.12.01	3	röpdolgozat	11
220	2010.12.01	5	röpdolgozat	11
242	2010.12.01	3	röpdolgozat	11
231	2010.12.01	5	szóbeli felelet	11
230	2010.12.01	5	szóbeli felelet	11
402	2010.12.01	5	témazáró dolgozat	12
345	2010.12.01	4	témazáró dolgozat	12
329	2010.12.01	5	témazáró dolgozat	12
347	2010.12.01	5	témazáró dolgozat	12
365	2010.12.01	5	témazáró dolgozat	12
418	2010.12.01	4	témazáró dolgozat	12
398	2010.12.01	4	témazáró dolgozat	12
371	2010.12.01	5	témazáró dolgozat	12
366	2010.12.01	5	témazáró dolgozat	12
364	2010.12.01	4	témazáró dolgozat	12
356	2010.12.01	4	témazáró dolgozat	12
406	2010.12.01	4	témazáró dolgozat	12
329	2010.12.01	5	röpdolgozat	12
145	2010.12.01	5	szóbeli felelet	14
98	2010.12.01	5	szóbeli felelet	14
376	2010.12.01	5	szóbeli felelet	7
389	2010.12.01	4	szóbeli felelet	7
389	2010.12.01	5	szóbeli felelet	7
420	2010.12.01	4	szóbeli felelet	7
420	2010.12.01	5	szóbeli felelet	7
322	2010.12.01	2	szóbeli felelet	7
372	2010.12.01	1	szóbeli felelet	7
385	2010.12.01	4	szóbeli felelet	7
385	2010.12.01	5	szóbeli felelet	7
320	2010.12.01	3	szóbeli felelet	7
320	2010.12.01	4	szóbeli felelet	7
340	2010.12.01	5	órai munka	7
380	2010.12.01	5	órai munka	7
394	2010.12.01	5	órai munka	7
320	2010.12.01	3	szóbeli felelet	7
413	2010.12.01	4	szóbeli felelet	7
323	2010.12.01	5	szóbeli felelet	7
340	2010.12.01	5	szóbeli felelet	7
414	2010.12.01	5	szóbeli felelet	7
380	2010.12.01	4	szóbeli felelet	7
380	2010.12.01	5	szóbeli felelet	7
350	2010.12.01	5	szóbeli felelet	7
361	2010.12.01	4	szóbeli felelet	7
310	2010.12.01	2	röpdolgozat	5
276	2010.12.01	5	röpdolgozat	5
247	2010.12.01	5	röpdolgozat	5
238	2010.12.01	4	röpdolgozat	5
239	2010.12.01	5	röpdolgozat	5
296	2010.12.01	3	röpdolgozat	5
284	2010.12.01	3	röpdolgozat	5
266	2010.12.01	5	röpdolgozat	5
246	2010.12.01	3	röpdolgozat	5
317	2010.12.01	3	röpdolgozat	5
300	2010.12.01	5	röpdolgozat	5
287	2010.12.01	4	röpdolgozat	5
181	2010.12.01	3	röpdolgozat	5
302	2010.12.01	3	röpdolgozat	5
269	2010.12.01	5	röpdolgozat	5
315	2010.12.01	4	témazáró dolgozat	17
423	2010.12.02	5	szóbeli felelet	14
218	2010.12.02	1	röpdolgozat	4
297	2010.12.02	4	röpdolgozat	4
221	2010.12.02	4	röpdolgozat	4
291	2010.12.02	3	röpdolgozat	4
223	2010.12.02	5	röpdolgozat	4
225	2010.12.02	5	röpdolgozat	4
254	2010.12.02	1	röpdolgozat	4
228	2010.12.02	5	röpdolgozat	4
293	2010.12.02	4	röpdolgozat	4
248	2010.12.02	5	röpdolgozat	4
279	2010.12.02	5	röpdolgozat	4
236	2010.12.02	3	röpdolgozat	4
237	2010.12.02	4	röpdolgozat	4
314	2010.12.02	1	röpdolgozat	4
258	2010.12.02	3	röpdolgozat	4
315	2010.12.02	4	röpdolgozat	4
311	2010.12.02	5	röpdolgozat	4
259	2010.12.02	3	röpdolgozat	4
213	2010.12.02	4	röpdolgozat	4
260	2010.12.02	5	röpdolgozat	4
301	2010.12.02	5	röpdolgozat	4
306	2010.12.02	3	röpdolgozat	4
261	2010.12.02	5	röpdolgozat	4
220	2010.12.02	5	röpdolgozat	4
242	2010.12.02	2	röpdolgozat	4
142	2010.12.02	5	órai munka	14
139	2010.12.02	3	témazáró dolgozat	14
148	2010.12.02	4	témazáró dolgozat	14
154	2010.12.02	3	témazáró dolgozat	14
104	2010.12.02	4	témazáró dolgozat	14
156	2010.12.02	3	témazáró dolgozat	14
146	2010.12.02	5	témazáró dolgozat	14
206	2010.12.02	3	témazáró dolgozat	14
151	2010.12.02	1	témazáró dolgozat	14
126	2010.12.02	2	témazáró dolgozat	14
147	2010.12.02	2	témazáró dolgozat	14
96	2010.12.02	4	témazáró dolgozat	14
153	2010.12.02	4	témazáró dolgozat	14
144	2010.12.02	5	témazáró dolgozat	14
41	2010.12.02	5	házi dolgozat	9
31	2010.12.02	5	házi dolgozat	9
80	2010.12.02	5	házi dolgozat	9
53	2010.12.02	5	házi dolgozat	9
83	2010.12.02	5	házi dolgozat	9
212	2010.12.02	5	házi dolgozat	9
84	2010.12.02	5	házi dolgozat	9
81	2010.12.02	5	házi dolgozat	9
89	2010.12.02	5	házi dolgozat	9
46	2010.12.02	5	házi dolgozat	9
94	2010.12.02	5	házi dolgozat	9
82	2010.12.02	5	házi dolgozat	9
15	2010.12.02	5	házi dolgozat	9
77	2010.12.02	5	házi dolgozat	9
76	2010.12.02	5	házi dolgozat	9
16	2010.12.02	5	házi dolgozat	9
38	2010.12.02	5	házi dolgozat	9
428	2010.12.02	5	házi dolgozat	9
63	2010.12.02	5	házi dolgozat	9
67	2010.12.02	5	házi dolgozat	9
65	2010.12.02	5	házi dolgozat	9
95	2010.12.02	5	házi dolgozat	9
35	2010.12.02	5	házi dolgozat	9
73	2010.12.02	5	házi dolgozat	9
68	2010.12.02	5	házi dolgozat	9
33	2010.12.02	5	házi dolgozat	9
87	2010.12.02	5	házi dolgozat	9
410	2010.12.02	4	témazáró dolgozat	14
337	2010.12.02	4	témazáró dolgozat	14
383	2010.12.02	5	témazáró dolgozat	14
374	2010.12.02	4	témazáró dolgozat	14
351	2010.12.02	4	témazáró dolgozat	14
354	2010.12.02	5	témazáró dolgozat	14
370	2010.12.02	3	témazáró dolgozat	14
347	2010.12.02	5	témazáró dolgozat	14
406	2010.12.02	5	témazáró dolgozat	14
366	2010.12.02	5	témazáró dolgozat	14
364	2010.12.02	5	témazáró dolgozat	14
325	2010.12.02	4	témazáró dolgozat	14
378	2010.12.02	5	témazáró dolgozat	14
183	2010.12.02	5	szóbeli felelet	13
155	2010.12.02	5	szóbeli felelet	13
245	2010.12.02	4	röpdolgozat	11
311	2010.12.02	5	szóbeli felelet	11
172	2010.12.02	5	röpdolgozat	13
160	2010.12.02	1	röpdolgozat	13
108	2010.12.02	4	röpdolgozat	13
105	2010.12.02	4	röpdolgozat	13
140	2010.12.02	4	röpdolgozat	13
140	2010.12.02	5	röpdolgozat	13
183	2010.12.02	4	röpdolgozat	13
183	2010.12.02	5	röpdolgozat	13
113	2010.12.02	2	röpdolgozat	13
129	2010.12.02	5	röpdolgozat	13
150	2010.12.02	5	röpdolgozat	13
155	2010.12.02	5	röpdolgozat	13
193	2010.12.02	4	röpdolgozat	13
193	2010.12.02	5	röpdolgozat	13
205	2010.12.02	4	röpdolgozat	13
128	2010.12.02	5	röpdolgozat	13
364	2010.12.02	5	röpdolgozat	4
365	2010.12.02	5	röpdolgozat	4
143	2010.12.02	3	szóbeli felelet	14
264	2010.12.02	3	szóbeli felelet	12
118	2010.12.02	5	szóbeli felelet	17
203	2010.12.02	5	szóbeli felelet	17
107	2010.12.02	5	szóbeli felelet	17
149	2010.12.02	5	szóbeli felelet	17
163	2010.12.02	5	szóbeli felelet	17
319	2010.12.02	5	témazáró dolgozat	6
262	2010.12.02	5	témazáró dolgozat	6
233	2010.12.02	5	témazáró dolgozat	6
234	2010.12.02	1	témazáró dolgozat	6
250	2010.12.02	4	témazáró dolgozat	6
235	2010.12.02	3	témazáró dolgozat	6
216	2010.12.02	4	témazáró dolgozat	6
263	2010.12.02	4	témazáró dolgozat	6
295	2010.12.02	4	témazáró dolgozat	6
283	2010.12.02	5	témazáró dolgozat	6
252	2010.12.02	4	témazáró dolgozat	6
253	2010.12.02	5	témazáró dolgozat	6
288	2010.12.02	5	témazáró dolgozat	6
304	2010.12.02	1	témazáró dolgozat	6
