datum	regenyid	darab
2009.05.12	37	1
2009.05.12	26	1
2009.05.12	14	1
2009.05.12	40	1
2009.05.12	7	1
2009.05.12	22	1
2009.05.12	44	2
2009.05.12	47	1
2009.05.12	31	1
2009.05.12	27	1
2009.05.12	8	1
2009.05.12	20	1
2009.05.12	16	1
2009.05.12	28	1
2009.05.12	67	1
2009.05.12	64	1
2009.05.13	13	1
2009.05.13	35	1
2009.05.13	68	12
2009.05.13	7	1
2009.05.13	45	1
2009.05.13	14	1
2009.05.13	13	1
2009.05.13	44	1
2009.05.13	51	1
2009.05.13	7	1
2009.05.13	22	1
2009.05.13	59	1
2009.05.13	60	1
2009.05.13	31	1
2009.05.13	23	1
2009.05.13	50	11
2009.05.14	4	1
2009.05.14	51	1
2009.05.14	62	1
2009.05.14	67	1
2009.05.14	33	18
2009.05.14	67	1
2009.05.15	22	1
2009.05.15	42	1
2009.05.16	15	1
2009.05.16	70	1
2009.05.16	67	5
2009.05.16	64	1
2009.05.16	20	1
2009.05.16	3	1
2009.05.16	46	1
2009.05.16	39	1
2009.05.16	14	1
2009.05.16	1	1
2009.05.16	55	1
2009.05.16	30	1
2009.05.16	68	1
2009.05.16	65	1
2009.05.16	17	1
2009.05.17	53	1
2009.05.17	58	1
2009.05.17	40	1
2009.05.17	48	10
2009.05.17	1	3
2009.05.17	15	1
2009.05.17	34	1
2009.05.17	64	1
2009.05.17	71	13
2009.05.17	27	1
2009.05.17	14	1
2009.05.18	66	1
2009.05.18	67	1
2009.05.18	3	18
2009.05.18	15	1
2009.05.18	39	1
2009.05.18	62	1
2009.05.18	25	1
2009.05.18	16	1
2009.05.18	32	1
2009.05.19	71	1
2009.05.19	8	1
2009.05.19	19	19
2009.05.19	36	1
2009.05.19	59	1
2009.05.19	72	1
2009.05.19	57	1
2009.05.19	50	14
2009.05.19	42	1
2009.05.19	1	1
2009.05.19	42	12
2009.05.19	25	1
2009.05.19	53	1
2009.05.19	23	1
2009.05.19	8	1
2009.05.19	52	1
2009.05.19	22	1
2009.05.19	37	1
2009.05.19	37	1
2009.05.19	31	1
2009.05.19	14	1
2009.05.19	56	1
2009.05.19	68	7
2009.05.19	72	1
2009.05.19	45	1
2009.05.19	55	1
2009.05.19	70	6
2009.05.19	26	1
2009.05.19	20	1
2009.05.19	34	1
2009.05.19	66	1
2009.05.20	66	1
2009.05.20	45	1
2009.05.20	65	1
2009.05.20	13	1
2009.05.20	66	1
2009.05.20	70	1
2009.05.20	46	1
2009.05.20	39	20
2009.05.21	15	1
2009.05.21	4	1
2009.05.21	68	1
2009.05.21	7	1
2009.05.21	66	12
2009.05.21	13	1
2009.05.22	12	1
2009.05.22	56	1
2009.05.22	23	2
2009.05.22	59	17
2009.05.22	41	8
2009.05.22	2	1
2009.05.22	1	1
2009.05.22	24	1
2009.05.23	20	1
2009.05.23	65	1
2009.05.23	14	1
2009.05.23	13	1
2009.05.23	23	1
2009.05.23	19	14
2009.05.23	30	1
2009.05.23	16	1
2009.05.23	44	17
2009.05.23	64	1
2009.05.23	23	1
2009.05.23	22	1
2009.05.23	36	1
2009.05.23	46	1
2009.05.23	69	6
2009.05.23	18	1
2009.05.23	30	1
2009.05.23	53	13
2009.05.23	44	14
2009.05.23	61	1
2009.05.24	25	1
2009.05.25	26	1
2009.05.25	21	1
2009.05.25	43	1
2009.05.25	21	1
2009.05.25	21	1
2009.05.25	41	1
2009.05.25	11	1
2009.05.25	42	1
2009.05.25	37	8
2009.05.25	50	1
2009.05.25	59	1
2009.05.25	63	1
2009.05.25	57	3
2009.05.25	54	1
2009.05.25	14	1
2009.05.25	3	13
2009.05.25	37	7
2009.05.25	54	1
2009.05.25	59	1
2009.05.25	29	1
2009.05.25	7	1
2009.05.25	26	1
2009.05.25	25	1
2009.05.25	45	1
2009.05.25	10	1
2009.05.25	8	1
2009.05.25	16	1
2009.05.25	2	1
2009.05.25	3	1
2009.05.25	55	1
2009.05.25	32	1
2009.05.25	12	1
2009.05.25	44	1
2009.05.25	48	1
2009.05.25	27	1
2009.05.25	68	1
2009.05.25	56	7
2009.05.25	10	1
2009.05.25	48	1
2009.05.25	8	1
2009.05.25	31	1
2009.05.25	23	1
2009.05.25	36	1
2009.05.25	61	1
2009.05.25	44	1
2009.05.25	49	1
2009.05.25	29	1
2009.05.25	57	1
2009.05.25	7	17
2009.05.25	48	1
2009.05.25	66	1
2009.05.25	43	1
2009.05.25	57	1
2009.05.25	45	1
2009.05.25	31	1
2009.05.25	26	1
2009.05.25	32	1
2009.05.25	25	1
2009.05.25	25	1
2009.05.25	38	1
2009.05.25	10	1
2009.05.25	2	1
2009.05.25	29	1
2009.05.25	42	1
2009.05.25	63	1
2009.05.25	63	1
2009.05.25	49	1
2009.05.25	27	1
2009.05.25	46	1
2009.05.25	22	1
2009.05.25	40	1
2009.05.25	48	1
2009.05.25	71	15
2009.05.25	31	1
2009.05.25	29	9
2009.05.25	40	1
2009.05.25	54	12
2009.05.25	68	1
2009.05.25	47	1
2009.05.25	62	1
2009.05.25	11	1
2009.05.25	51	7
2009.05.25	35	1
2009.05.25	26	1
2009.05.25	16	1
2009.05.25	32	1
2009.05.25	17	20
2009.05.25	36	11
2009.05.25	60	1
2009.05.25	56	1
2009.05.25	33	12
2009.05.25	66	5
2009.05.25	58	1
2009.05.25	31	7
2009.05.25	39	1
2009.05.25	46	1
2009.05.25	14	1
2009.05.25	51	1
2009.05.25	59	20
2009.05.25	12	1
2009.05.25	3	1
2009.05.25	4	1
2009.05.25	4	1
2009.05.25	63	1
2009.05.25	50	6
2009.05.25	45	1
2009.05.25	17	1
2009.05.25	57	1
2009.05.25	19	1
2009.05.25	29	1
2009.05.25	5	11
2009.05.25	44	1
2009.05.25	72	1
2009.05.25	68	1
2009.05.25	26	1
2009.05.25	42	1
2009.05.25	65	1
2009.05.25	35	1
2009.05.25	68	1
2009.05.25	58	1
2009.05.25	3	1
2009.05.25	44	1
2009.05.25	9	1
2009.05.25	57	1
2009.05.25	51	1
2009.05.25	72	1
2009.05.25	47	1
2009.05.25	48	1
2009.05.25	23	1
2009.05.25	48	9
2009.05.25	26	19
2009.05.25	2	1
2009.05.26	62	1
2009.05.26	38	1
2009.05.26	64	1
2009.05.26	32	5
2009.05.26	48	20
2009.05.26	47	1
2009.05.26	31	1
2009.05.26	11	1
2009.05.26	19	1
2009.05.26	54	1
2009.05.26	72	1
2009.05.26	37	1
2009.05.26	42	1
2009.05.26	57	1
2009.05.26	52	15
2009.05.26	15	1
2009.05.26	31	1
2009.05.26	16	6
2009.05.26	72	2
2009.05.26	6	1
2009.05.26	54	1
2009.05.26	24	9
2009.05.26	32	1
2009.05.26	57	1
2009.05.26	57	1
2009.05.26	3	1
2009.05.26	11	19
2009.05.26	52	1
2009.05.26	32	1
2009.05.27	72	1
2009.05.27	24	18
2009.05.27	32	2
2009.05.28	35	1
2009.05.28	8	1
2009.05.28	41	15
2009.05.28	57	1
2009.05.29	69	1
2009.05.29	17	1
2009.05.30	27	1
2009.05.30	56	6
2009.05.30	27	1
2009.05.30	17	9
2009.05.30	39	2
2009.05.30	20	1
2009.05.30	67	13
2009.05.30	23	1
2009.05.30	51	1
2009.05.30	31	1
2009.05.30	19	1
2009.05.30	72	1
2009.05.30	27	1
2009.05.30	47	1
2009.05.30	57	1
2009.05.30	43	1
2009.05.30	49	4
2009.05.30	4	1
2009.05.30	66	1
2009.05.30	58	1
2009.05.30	43	15
2009.05.30	15	1
2009.05.30	21	1
2009.05.30	35	12
2009.05.31	28	18
2009.05.31	45	1
2009.05.31	1	1
2009.05.31	69	4
2009.05.31	29	20
2009.05.31	63	1
2009.05.31	6	1
2009.06.01	9	1
2009.06.01	12	1
2009.06.01	34	1
2009.06.01	19	1
2009.06.01	34	1
2009.06.01	22	1
2009.06.01	61	1
2009.06.01	44	1
2009.06.02	55	1
2009.06.02	2	1
2009.06.02	34	3
2009.06.02	54	1
2009.06.02	48	1
2009.06.02	63	1
2009.06.02	42	18
2009.06.02	14	1
2009.06.02	32	1
2009.06.02	38	1
2009.06.02	70	1
2009.06.02	8	1
2009.06.02	3	7
2009.06.02	57	1
2009.06.02	38	1
2009.06.02	31	1
2009.06.02	9	1
2009.06.02	30	1
2009.06.02	64	4
2009.06.02	71	1
2009.06.02	58	1
2009.06.02	41	1
2009.06.02	20	7
2009.06.02	56	1
2009.06.02	52	1
2009.06.02	16	1
2009.06.02	49	1
2009.06.02	48	1
2009.06.02	47	1
2009.06.02	58	8
2009.06.02	72	1
2009.06.02	8	1
2009.06.02	17	1
2009.06.02	13	1
2009.06.02	43	1
2009.06.02	35	1
2009.06.02	27	1
2009.06.02	43	1
2009.06.02	38	1
2009.06.02	60	17
2009.06.02	8	16
2009.06.02	32	1
2009.06.02	50	1
2009.06.02	70	1
2009.06.02	26	1
2009.06.02	25	1
2009.06.02	51	1
2009.06.02	14	1
2009.06.02	66	1
2009.06.02	8	1
2009.06.02	64	1
2009.06.02	69	11
2009.06.02	34	1
2009.06.02	61	9
2009.06.02	43	1
2009.06.02	31	1
2009.06.02	30	1
2009.06.02	1	14
2009.06.02	16	1
2009.06.02	18	1
2009.06.02	54	1
2009.06.02	5	16
2009.06.02	60	1
2009.06.02	36	1
2009.06.02	17	1
2009.06.02	7	1
2009.06.02	64	1
2009.06.02	45	1
2009.06.02	68	2
2009.06.02	31	1
2009.06.02	62	1
2009.06.03	5	1
2009.06.03	57	1
2009.06.03	69	1
2009.06.03	5	1
2009.06.03	45	11
2009.06.04	37	1
2009.06.04	34	1
2009.06.04	7	1
2009.06.04	22	1
2009.06.04	14	1
2009.06.04	44	1
2009.06.04	14	18
2009.06.04	12	1
2009.06.04	15	1
2009.06.04	32	1
2009.06.05	28	1
2009.06.05	5	1
2009.06.05	66	1
2009.06.05	52	1
2009.06.05	48	1
2009.06.05	17	1
2009.06.05	30	1
2009.06.06	19	1
2009.06.06	31	1
2009.06.06	50	1
2009.06.06	32	1
2009.06.06	57	1
2009.06.06	44	1
2009.06.06	53	1
2009.06.06	19	1
2009.06.06	61	1
2009.06.06	28	13
2009.06.06	69	20
2009.06.06	22	1
2009.06.06	58	1
2009.06.06	1	1
2009.06.06	24	1
2009.06.06	38	1
2009.06.06	37	6
2009.06.06	6	12
2009.06.06	12	1
2009.06.06	66	1
2009.06.06	12	1
2009.06.07	5	1
2009.06.07	61	1
2009.06.07	2	1
2009.06.07	12	1
2009.06.07	57	1
2009.06.07	55	9
2009.06.07	72	10
2009.06.07	26	1
2009.06.07	18	1
2009.06.07	29	2
2009.06.07	2	9
2009.06.07	37	1
2009.06.07	61	9
2009.06.07	12	11
2009.06.07	70	1
2009.06.07	48	1
2009.06.07	8	1
2009.06.07	65	1
2009.06.07	22	1
2009.06.07	17	1
2009.06.07	34	1
2009.06.07	13	1
2009.06.07	17	1
2009.06.07	18	1
2009.06.07	14	1
2009.06.07	29	1
2009.06.07	34	7
2009.06.08	48	9
2009.06.08	52	14
2009.06.08	21	1
2009.06.08	12	1
2009.06.08	63	1
2009.06.08	53	1
2009.06.08	14	1
2009.06.08	70	1
2009.06.08	48	1
2009.06.08	65	1
2009.06.08	15	1
2009.06.08	33	1
2009.06.08	58	1
2009.06.08	45	2
2009.06.08	48	1
2009.06.08	57	1
2009.06.08	53	1
2009.06.08	38	1
2009.06.08	25	1
2009.06.08	27	1
2009.06.08	68	1
2009.06.08	4	1
2009.06.08	6	1
2009.06.08	6	20
2009.06.08	34	10
2009.06.08	9	1
2009.06.08	38	1
2009.06.08	61	1
2009.06.08	45	1
2009.06.08	5	1
2009.06.08	38	1
2009.06.08	34	1
2009.06.08	13	19
2009.06.08	27	1
2009.06.08	31	6
2009.06.08	57	16
2009.06.08	51	1
2009.06.08	4	1
2009.06.08	56	1
2009.06.08	50	1
2009.06.08	29	1
2009.06.08	31	1
2009.06.08	13	1
2009.06.08	25	1
2009.06.08	2	4
2009.06.08	40	1
2009.06.08	45	1
2009.06.08	30	8
2009.06.08	68	1
2009.06.08	51	1
2009.06.08	45	1
2009.06.08	41	1
2009.06.08	66	12
2009.06.08	59	1
2009.06.08	6	1
2009.06.08	16	1
2009.06.08	68	1
2009.06.08	59	1
2009.06.08	71	1
2009.06.08	68	1
2009.06.08	35	1
2009.06.08	15	1
2009.06.08	68	1
2009.06.08	7	1
2009.06.08	57	15
2009.06.08	49	14
2009.06.08	49	4
2009.06.08	69	1
2009.06.08	66	1
2009.06.08	26	1
2009.06.08	65	1
2009.06.08	41	1
2009.06.08	43	1
2009.06.08	49	1
2009.06.08	24	1
2009.06.08	71	2
2009.06.08	70	1
2009.06.08	24	1
2009.06.08	52	13
2009.06.08	72	1
2009.06.08	66	19
2009.06.08	14	7
2009.06.08	72	1
2009.06.08	20	1
2009.06.08	48	1
2009.06.08	17	1
2009.06.08	38	1
2009.06.08	57	1
2009.06.08	13	1
2009.06.08	17	1
2009.06.08	70	1
2009.06.08	65	1
2009.06.08	26	18
2009.06.08	52	1
2009.06.08	28	20
2009.06.08	35	1
2009.06.09	6	17
2009.06.09	70	15
2009.06.09	3	1
2009.06.09	71	13
2009.06.09	1	7
2009.06.09	13	8
2009.06.09	12	10
2009.06.09	66	14
2009.06.09	30	1
2009.06.09	28	1
2009.06.09	53	1
2009.06.09	11	20
2009.06.09	51	10
2009.06.09	8	1
2009.06.09	42	1
2009.06.09	10	1
2009.06.09	59	1
2009.06.09	29	1
2009.06.09	7	2
2009.06.09	36	1
2009.06.09	64	1
2009.06.09	25	1
2009.06.09	71	20
2009.06.09	7	1
2009.06.09	8	1
2009.06.09	5	1
2009.06.09	13	20
2009.06.09	7	1
2009.06.09	60	14
2009.06.09	67	1
2009.06.09	14	1
2009.06.09	21	1
2009.06.09	65	1
2009.06.09	60	1
2009.06.09	54	1
2009.06.09	48	6
2009.06.09	59	1
2009.06.09	12	1
2009.06.09	68	1
2009.06.09	67	17
2009.06.09	53	1
2009.06.09	58	1
2009.06.09	8	1
2009.06.09	41	1
2009.06.09	61	1
2009.06.09	70	1
2009.06.10	33	1
2009.06.10	40	6
2009.06.10	31	1
2009.06.10	8	1
2009.06.10	15	1
2009.06.10	9	14
2009.06.10	18	13
2009.06.10	22	1
2009.06.10	14	12
2009.06.10	34	1
2009.06.10	64	2
2009.06.10	18	1
2009.06.10	46	18
2009.06.10	49	1
2009.06.10	63	1
2009.06.10	72	1
2009.06.10	40	5
2009.06.10	21	11
2009.06.10	32	5
2009.06.10	16	1
2009.06.10	55	1
2009.06.10	35	16
2009.06.10	32	1
2009.06.10	55	1
2009.06.10	66	1
2009.06.10	60	1
2009.06.10	30	1
2009.06.10	72	20
2009.06.10	39	1
2009.06.10	46	1
2009.06.10	66	1
2009.06.10	68	1
2009.06.10	42	1
2009.06.10	51	6
2009.06.10	6	1
2009.06.10	51	1
2009.06.10	21	6
2009.06.11	26	1
2009.06.12	42	19
2009.06.12	27	1
2009.06.12	22	1
2009.06.12	11	1
2009.06.12	50	15
2009.06.12	41	1
2009.06.12	54	1
2009.06.12	7	1
2009.06.13	59	1
2009.06.13	66	1
2009.06.13	36	1
2009.06.13	22	1
2009.06.13	54	1
2009.06.13	67	1
2009.06.13	12	1
2009.06.13	54	1
2009.06.13	72	8
2009.06.13	16	1
2009.06.13	50	1
2009.06.13	1	1
2009.06.13	3	1
2009.06.14	62	1
2009.06.14	62	1
2009.06.14	45	8
2009.06.14	10	1
2009.06.14	34	6
2009.06.14	37	1
2009.06.15	50	1
2009.06.15	41	1
2009.06.15	43	1
2009.06.15	38	20
2009.06.15	70	1
2009.06.15	17	1
2009.06.15	70	1
2009.06.15	56	1
2009.06.15	65	1
2009.06.15	45	1
2009.06.15	14	1
2009.06.15	32	1
2009.06.15	7	1
2009.06.15	55	1
2009.06.15	34	1
2009.06.15	27	1
2009.06.15	9	1
2009.06.15	35	1
2009.06.15	15	1
2009.06.15	69	8
2009.06.15	39	1
2009.06.15	52	1
2009.06.15	8	1
2009.06.15	35	1
2009.06.15	10	1
2009.06.15	52	6
2009.06.15	10	1
2009.06.15	68	1
2009.06.15	46	6
2009.06.15	38	1
2009.06.15	21	1
2009.06.16	68	1
2009.06.16	17	1
2009.06.16	6	1
2009.06.16	54	1
2009.06.16	47	1
2009.06.16	17	1
2009.06.16	70	1
2009.06.16	17	1
2009.06.16	65	1
2009.06.16	1	16
2009.06.16	8	1
2009.06.16	23	1
2009.06.16	25	1
2009.06.16	37	1
2009.06.16	45	1
2009.06.16	71	1
2009.06.16	52	1
2009.06.16	36	1
2009.06.17	19	1
2009.06.17	36	1
2009.06.17	28	1
2009.06.17	57	1
2009.06.17	21	1
2009.06.17	39	4
2009.06.17	18	1
2009.06.17	13	16
2009.06.17	47	3
2009.06.17	6	1
2009.06.17	5	15
2009.06.17	69	1
2009.06.17	16	17
2009.06.17	27	1
2009.06.17	12	1
2009.06.17	26	1
2009.06.17	61	16
2009.06.17	17	1
2009.06.17	43	1
2009.06.17	15	1
2009.06.17	58	1
2009.06.18	20	1
2009.06.18	2	1
2009.06.18	48	3
2009.06.18	65	15
2009.06.18	59	1
2009.06.18	37	1
2009.06.19	71	1
2009.06.19	21	1
2009.06.19	30	1
2009.06.19	64	16
2009.06.19	47	1
2009.06.19	19	1
2009.06.19	31	1
2009.06.19	27	7
2009.06.19	58	16
2009.06.19	24	1
2009.06.19	50	1
2009.06.19	33	1
2009.06.19	11	6
2009.06.19	66	1
2009.06.19	28	1
2009.06.19	31	1
2009.06.19	28	1
2009.06.19	19	1
2009.06.19	43	8
2009.06.19	40	1
2009.06.19	50	1
2009.06.19	4	1
2009.06.19	47	11
2009.06.19	46	1
2009.06.19	32	1
2009.06.19	3	1
2009.06.19	39	1
2009.06.19	44	1
2009.06.19	46	1
2009.06.19	26	1
2009.06.19	38	1
2009.06.19	63	13
2009.06.20	36	1
2009.06.20	29	19
2009.06.20	17	1
2009.06.20	45	1
2009.06.20	10	1
2009.06.20	55	1
2009.06.20	57	1
2009.06.20	49	1
2009.06.20	31	5
2009.06.20	62	1
2009.06.20	4	1
2009.06.20	18	13
2009.06.20	42	1
2009.06.20	34	12
2009.06.20	19	1
2009.06.20	9	1
2009.06.20	48	1
2009.06.20	67	1
2009.06.20	5	1
2009.06.20	15	20
2009.06.20	46	1
2009.06.20	17	18
2009.06.20	29	3
2009.06.20	12	11
2009.06.20	69	1
2009.06.20	67	1
2009.06.20	58	1
2009.06.20	5	19
2009.06.20	17	1
2009.06.20	24	1
2009.06.20	8	1
2009.06.20	22	1
2009.06.21	5	1
2009.06.21	13	1
2009.06.21	71	1
2009.06.21	29	7
2009.06.21	33	1
2009.06.21	66	1
2009.06.21	36	1
2009.06.21	52	1
2009.06.22	62	1
2009.06.22	35	20
2009.06.22	23	1
2009.06.22	24	1
2009.06.22	53	1
2009.06.22	24	1
2009.06.22	51	1
2009.06.22	44	1
2009.06.22	42	1
2009.06.22	25	4
2009.06.22	28	1
2009.06.22	68	1
2009.06.22	28	1
2009.06.22	65	11
2009.06.22	51	1
2009.06.22	24	1
2009.06.22	25	1
2009.06.22	41	1
2009.06.22	25	19
2009.06.22	56	1
2009.06.22	66	1
2009.06.22	50	7
2009.06.22	71	1
2009.06.22	12	2
2009.06.22	46	1
2009.06.22	9	1
2009.06.22	51	1
2009.06.22	51	1
2009.06.22	5	9
2009.06.22	60	1
2009.06.23	50	1
2009.06.23	32	1
2009.06.23	29	1
2009.06.23	61	1
2009.06.23	2	1
2009.06.23	25	1
2009.06.23	16	1
2009.06.23	12	1
2009.06.23	13	1
2009.06.23	60	1
2009.06.23	10	1
2009.06.23	19	1
2009.06.23	31	1
2009.06.23	19	1
2009.06.23	51	1
2009.06.23	7	1
2009.06.23	45	14
2009.06.23	28	1
2009.06.24	23	1
2009.06.24	27	10
2009.06.24	24	1
2009.06.24	9	1
2009.06.24	59	5
2009.06.24	38	1
2009.06.24	45	13
2009.06.24	6	1
2009.06.24	28	1
2009.06.24	7	1
2009.06.24	9	1
2009.06.24	61	1
2009.06.24	35	1
2009.06.24	61	1
2009.06.24	13	1
2009.06.24	11	1
2009.06.25	49	5
2009.06.25	34	1
2009.06.25	69	1
2009.06.25	2	1
2009.06.25	47	1
2009.06.25	37	1
2009.06.25	72	1
2009.06.25	12	1
2009.06.25	21	1
2009.06.25	61	1
2009.06.25	25	1
2009.06.25	57	1
2009.06.25	43	2
2009.06.25	67	1
2009.06.25	59	1
2009.06.25	4	1
2009.06.25	24	1
2009.06.25	27	10
2009.06.25	32	9
2009.06.25	20	1
2009.06.25	38	1
2009.06.25	27	1
2009.06.25	28	1
2009.06.25	15	18
2009.06.25	62	1
2009.06.25	27	16
2009.06.25	2	1
2009.06.25	57	1
2009.06.25	50	1
2009.06.25	28	11
2009.06.25	50	1
2009.06.25	15	7
2009.06.25	33	1
2009.06.25	52	1
2009.06.25	16	1
2009.06.25	39	1
2009.06.25	37	10
2009.06.25	37	1
2009.06.25	54	1
2009.06.26	44	1
2009.06.26	12	1
2009.06.26	55	1
2009.06.26	57	11
2009.06.26	62	1
2009.06.26	2	13
2009.06.26	57	1
2009.06.26	52	1
2009.06.26	70	1
2009.06.26	18	1
2009.06.27	18	1
2009.06.27	28	1
2009.06.27	66	19
2009.06.27	21	6
2009.06.27	41	1
2009.06.27	65	1
2009.06.27	38	1
2009.06.27	15	18
2009.06.27	68	8
2009.06.27	24	1
2009.06.27	45	1
2009.06.27	26	1
2009.06.28	17	16
2009.06.28	66	5
2009.06.28	47	20
2009.06.28	58	1
2009.06.28	9	1
2009.06.28	10	1
2009.06.28	21	1
2009.06.28	21	1
2009.06.28	10	1
2009.06.28	72	1
2009.06.28	38	1
2009.06.28	72	1
2009.06.28	9	7
2009.06.28	51	18
2009.06.28	55	1
2009.06.28	36	1
2009.06.28	5	1
2009.06.28	2	1
2009.06.28	33	1
2009.06.28	41	13
2009.06.28	41	1
2009.06.28	9	1
2009.06.28	1	13
2009.06.28	60	1
2009.06.28	68	1
2009.06.28	14	1
2009.06.28	17	1
2009.06.28	15	1
2009.06.29	9	1
2009.06.29	43	1
2009.06.29	1	9
2009.06.29	29	1
2009.06.29	45	1
2009.06.29	65	1
2009.06.29	72	18
2009.06.29	20	1
2009.06.30	27	1
2009.07.01	34	1
2009.07.01	61	1
2009.07.01	15	5
2009.07.01	36	1
2009.07.02	57	3
2009.07.02	28	1
2009.07.02	48	1
2009.07.02	41	1
2009.07.02	60	1
2009.07.02	66	1
2009.07.02	36	1
2009.07.02	69	1
2009.07.02	62	1
2009.07.02	29	1
2009.07.02	63	1
2009.07.02	31	1
2009.07.02	2	12
2009.07.02	17	1
2009.07.02	42	1
2009.07.02	67	1
2009.07.02	2	12
2009.07.02	32	1
2009.07.02	22	1
2009.07.02	28	1
2009.07.02	48	1
2009.07.02	52	1
2009.07.02	69	1
2009.07.02	66	1
2009.07.03	49	19
2009.07.03	37	1
2009.07.03	35	1
2009.07.03	31	1
2009.07.03	32	1
2009.07.03	28	1
2009.07.03	68	19
2009.07.03	27	1
2009.07.03	49	1
2009.07.03	46	1
2009.07.03	25	1
2009.07.03	3	1
2009.07.03	39	1
2009.07.03	56	1
2009.07.04	30	8
2009.07.04	35	1
2009.07.04	24	1
2009.07.04	9	1
2009.07.04	72	1
2009.07.04	10	1
2009.07.04	53	1
2009.07.04	5	1
2009.07.04	59	6
2009.07.04	38	1
2009.07.04	3	1
2009.07.04	65	1
2009.07.04	25	1
2009.07.04	39	1
2009.07.04	10	1
2009.07.04	31	1
2009.07.04	8	5
2009.07.04	18	1
2009.07.04	43	1
2009.07.05	72	1
2009.07.05	9	1
2009.07.05	11	16
2009.07.05	49	1
2009.07.05	52	1
2009.07.05	65	4
2009.07.05	41	1
2009.07.05	64	1
2009.07.05	45	1
2009.07.05	21	1
2009.07.05	20	12
2009.07.05	45	1
2009.07.05	27	1
2009.07.05	15	1
2009.07.05	32	1
2009.07.05	26	1
2009.07.05	41	1
2009.07.05	14	1
2009.07.05	52	1
2009.07.05	20	1
2009.07.05	67	1
2009.07.05	57	8
2009.07.05	37	8
2009.07.05	20	1
2009.07.05	28	1
2009.07.05	2	1
2009.07.05	70	6
2009.07.05	65	1
2009.07.05	53	1
2009.07.05	12	1
2009.07.05	45	17
2009.07.05	28	1
2009.07.05	63	7
2009.07.05	60	1
2009.07.05	63	1
2009.07.05	51	1
2009.07.05	8	11
2009.07.05	61	13
2009.07.05	65	1
2009.07.05	30	1
2009.07.05	27	1
2009.07.05	37	5
2009.07.05	39	1
2009.07.06	34	1
2009.07.06	40	1
2009.07.06	14	1
2009.07.06	40	1
2009.07.06	58	1
2009.07.06	5	1
2009.07.06	3	20
2009.07.06	44	1
2009.07.06	65	1
2009.07.06	25	1
2009.07.06	58	1
2009.07.06	29	1
2009.07.06	21	11
2009.07.06	71	1
2009.07.06	36	1
2009.07.06	21	1
2009.07.06	41	1
2009.07.06	56	1
2009.07.06	4	1
2009.07.06	24	1
2009.07.06	19	1
2009.07.06	21	9
2009.07.06	22	1
2009.07.06	65	1
2009.07.06	25	12
2009.07.06	55	1
2009.07.06	19	1
2009.07.06	45	15
2009.07.06	22	1
2009.07.06	71	8
2009.07.07	71	5
2009.07.07	49	1
2009.07.07	8	1
2009.07.07	71	1
2009.07.07	30	3
2009.07.07	48	1
2009.07.07	49	1
2009.07.07	22	1
2009.07.07	30	8
2009.07.07	19	1
2009.07.07	52	1
2009.07.07	46	1
2009.07.07	26	1
2009.07.07	65	1
2009.07.07	28	1
2009.07.07	41	1
2009.07.07	61	1
2009.07.07	67	1
2009.07.07	8	9
2009.07.07	54	1
2009.07.07	71	1
2009.07.07	57	1
2009.07.07	1	1
2009.07.08	32	1
2009.07.08	35	1
2009.07.08	24	1
2009.07.09	57	1
2009.07.09	25	1
2009.07.09	6	1
2009.07.09	19	1
2009.07.09	69	3
2009.07.09	30	1
2009.07.09	49	1
2009.07.09	32	13
2009.07.09	23	1
2009.07.09	39	1
2009.07.09	21	1
2009.07.09	69	1
2009.07.09	17	15
2009.07.09	65	1
2009.07.09	9	1
2009.07.09	28	1
2009.07.09	52	1
2009.07.09	68	1
2009.07.09	46	1
2009.07.09	9	1
2009.07.09	39	1
2009.07.09	18	1
2009.07.09	8	1
2009.07.09	19	1
2009.07.09	10	1
2009.07.09	41	1
2009.07.09	6	1
2009.07.09	20	5
2009.07.09	27	1
2009.07.10	29	1
2009.07.10	16	1
2009.07.10	21	1
2009.07.10	22	1
2009.07.10	46	1
2009.07.10	5	12
2009.07.10	49	1
2009.07.10	9	1
2009.07.10	31	1
2009.07.10	57	1
2009.07.10	71	11
2009.07.10	46	1
2009.07.10	57	1
2009.07.10	33	1
2009.07.10	45	1
2009.07.10	57	1
2009.07.10	59	1
2009.07.10	45	1
2009.07.10	31	1
2009.07.10	18	1
2009.07.10	26	18
2009.07.10	31	1
2009.07.10	52	1
2009.07.10	49	10
2009.07.10	10	1
2009.07.10	33	1
2009.07.10	31	1
2009.07.10	7	12
2009.07.10	58	1
2009.07.10	58	1
2009.07.10	9	1
2009.07.10	48	1
2009.07.10	20	1
2009.07.10	24	1
2009.07.10	56	1
2009.07.10	30	1
2009.07.10	38	1
2009.07.10	22	1
2009.07.10	33	1
2009.07.10	44	1
2009.07.10	59	17
2009.07.10	16	1
2009.07.10	19	1
2009.07.11	43	1
2009.07.11	41	1
2009.07.11	13	1
2009.07.11	15	1
2009.07.11	44	1
2009.07.11	38	1
2009.07.11	2	1
2009.07.11	56	1
2009.07.11	48	1
2009.07.11	63	1
2009.07.11	3	7
2009.07.11	14	1
2009.07.11	2	1
2009.07.11	41	1
2009.07.11	47	2
2009.07.11	46	1
2009.07.12	53	1
2009.07.12	56	1
2009.07.12	55	1
2009.07.12	31	8
2009.07.12	42	1
2009.07.12	45	1
2009.07.12	61	13
